niveau1,vondstnummer
Food Processing & Consumption,NZR2.00635CER461
Food Processing & Consumption,NZR2.00635CER462
Food Processing & Consumption,NZR2.00635CER463
Food Processing & Consumption,NZR2.00635CER465
Food Processing & Consumption,NZR2.00635CER479
Craft & Industry,NZR2.00635CER481
Food Processing & Consumption,NZR2.00635CER484
Craft & Industry,NZR2.00635FAU002-gw
Craft & Industry,NZR2.00635FAU007-gw
Craft & Industry,NZR2.00635FAU008-gw
Craft & Industry,NZR2.00635FAU011-gw
Craft & Industry,NZR2.00635FAU012-gw
Craft & Industry,NZR2.00635FAU015-gw
Craft & Industry,NZR2.00635FAU016-gw
Food Processing & Consumption,NZR2.00635GLS035
Personal Artefacts & Clothing,NZR2.00635LEE002
Personal Artefacts & Clothing,NZR2.00635LEE037
Communication & Exchange,NZR2.00635MTL006
Communication & Exchange,NZR2.00635MTL007
Personal Artefacts & Clothing,NZR2.00635TXT001
Craft & Industry,NZR2.00635TXT003
Food Processing & Consumption,NZR2.00637CER041
Food Processing & Consumption,NZR2.00637CER044
Food Processing & Consumption,NZR2.00637CER045
Food Processing & Consumption,NZR2.00637CER046
Food Processing & Consumption,NZR2.00637CER048
Food Processing & Consumption,NZR2.00638CER006
Food Processing & Consumption,NZR2.00638CER013
Food Processing & Consumption,NZR2.00638CER037
Craft & Industry,NZR2.00638FAU002-gw
Craft & Industry,NZR2.00638FAU003-gw
Food Processing & Consumption,NZR2.00638GLS012
Food Processing & Consumption,NZR2.00638GLS014
Personal Artefacts & Clothing,NZR2.00638LEE003
Personal Artefacts & Clothing,NZR2.00638STN001
Craft & Industry,NZR2.00640FAU002-gw
Food Processing & Consumption,NZR2.00642CER032
Food Processing & Consumption,NZR2.00642CER091
Food Processing & Consumption,NZR2.00642CER093
Food Processing & Consumption,NZR2.00642CER094
Craft & Industry,NZR2.00642FAU002-gw
Craft & Industry,NZR2.00642FAU003-gw
Craft & Industry,NZR2.00642FAU005-gw
Craft & Industry,NZR2.00642FAU006-gw
Food Processing & Consumption,NZR2.00644CER036
Craft & Industry,NZR2.00644HT001
Personal Artefacts & Clothing,NZR2.00644LEE002
Distribution & Transport,NZR2.00644MTL004
Food Processing & Consumption,NZR2.00645CER014
Food Processing & Consumption,NZR2.00645CER039
Craft & Industry,NZR2.00645FAU003-gw
Craft & Industry,NZR2.00645FAU007-gw
Craft & Industry,NZR2.00645FAU009-gw
Food Processing & Consumption,NZR2.00645HT004
Personal Artefacts & Clothing,NZR2.00645LEE002
Communication & Exchange,NZR2.00645MTL002
Interiors & Accessories,NZR2.00645TW001
Food Processing & Consumption,NZR2.00646CER006
Food Processing & Consumption,NZR2.00646CER055
Food Processing & Consumption,NZR2.00646CER081
Food Processing & Consumption,NZR2.00646CER117
Food Processing & Consumption,NZR2.00646CER119
Craft & Industry,NZR2.00646FAU002-gw
Craft & Industry,NZR2.00646FAU004-gw
Craft & Industry,NZR2.00646FAU005-gw
Food Processing & Consumption,NZR2.00647CER025
Food Processing & Consumption,NZR2.00647CER057
Craft & Industry,NZR2.00647FAU002-gw
Craft & Industry,NZR2.00647FAU003-gw
Personal Artefacts & Clothing,NZR2.00647LEE007
Craft & Industry,NZR2.00647MTL005
Communication & Exchange,NZR2.00647MTL006
Communication & Exchange,NZR2.00647MTL007
Personal Artefacts & Clothing,NZR2.00647MTL009
Food Processing & Consumption,NZR2.00649CER038
Food Processing & Consumption,NZR2.00650CER005
Food Processing & Consumption,NZR2.00650CER012
Food Processing & Consumption,NZR2.00650CER030
Food Processing & Consumption,NZR2.00650CER032
Food Processing & Consumption,NZR2.00650CER040
Food Processing & Consumption,NZR2.00650CER047
Food Processing & Consumption,NZR2.00650CER076
Food Processing & Consumption,NZR2.00650CER090
Food Processing & Consumption,NZR2.00650CER095
Food Processing & Consumption,NZR2.00650CER098
Food Processing & Consumption,NZR2.00650CER101
Food Processing & Consumption,NZR2.00650CER103
Food Processing & Consumption,NZR2.00650CER105
Craft & Industry,NZR2.00650FAU002-gw
Craft & Industry,NZR2.00650FAU004-gw
Food Processing & Consumption,NZR2.00651CER026
Food Processing & Consumption,NZR2.00651CER053
Food Processing & Consumption,NZR2.00652CER051
Food Processing & Consumption,NZR2.00652CER054
Food Processing & Consumption,NZR2.00652CER055
Food Processing & Consumption,NZR2.00652CER080
Food Processing & Consumption,NZR2.00652CER114
Food Processing & Consumption,NZR2.00652CER133
Food Processing & Consumption,NZR2.00652CER136
Food Processing & Consumption,NZR2.00652CER137
Food Processing & Consumption,NZR2.00652CER147
Food Processing & Consumption,NZR2.00652CER148
Food Processing & Consumption,NZR2.00653CER004
Food Processing & Consumption,NZR2.00653CER088
Craft & Industry,NZR2.00653CER112
Food Processing & Consumption,NZR2.00653CER168
Food Processing & Consumption,NZR2.00653CER169
Food Processing & Consumption,NZR2.00653CER190
Food Processing & Consumption,NZR2.00653CER204
Food Processing & Consumption,NZR2.00653CER205
Craft & Industry,NZR2.00653FAU006-gw
Craft & Industry,NZR2.00653FAU009-gw
Craft & Industry,NZR2.00653FAU014-gw
Craft & Industry,NZR2.00653FAU015-gw
Craft & Industry,NZR2.00653FAU016-gw
Craft & Industry,NZR2.00653FAU019-gw
Food Processing & Consumption,NZR2.00653GLS015
Food Processing & Consumption,NZR2.00653HT001
Food Processing & Consumption,NZR2.00653HT002
Personal Artefacts & Clothing,NZR2.00653LEE016
Personal Artefacts & Clothing,NZR2.00653MTL007
Personal Artefacts & Clothing,NZR2.00653MTL008
Food Processing & Consumption,NZR2.00653MTL011
Distribution & Transport,NZR2.00653MTL014
Distribution & Transport,NZR2.00653MTL016
Food Processing & Consumption,NZR2.00654CER017
Food Processing & Consumption,NZR2.00654CER031
Food Processing & Consumption,NZR2.00654CER036
Food Processing & Consumption,NZR2.00654CER135
Food Processing & Consumption,NZR2.00654CER165
Food Processing & Consumption,NZR2.00654CER190
Craft & Industry,NZR2.00654FAU002-gw
Craft & Industry,NZR2.00654FAU006-gw
Personal Artefacts & Clothing,NZR2.00654FAU008-01
Personal Artefacts & Clothing,NZR2.00654LEE019
Personal Artefacts & Clothing,NZR2.00654LEE032
Craft & Industry,NZR2.00654MTL008
Craft & Industry,NZR2.00654MTL010
Distribution & Transport,NZR2.00654MTL011
Distribution & Transport,NZR2.00654MTL014
Food Processing & Consumption,NZR2.00655CER054
Food Processing & Consumption,NZR2.00655CER061
Food Processing & Consumption,NZR2.00655CER123
Food Processing & Consumption,NZR2.00655CER124
Food Processing & Consumption,NZR2.00655CER130
Food Processing & Consumption,NZR2.00655CER133
Food Processing & Consumption,NZR2.00655CER144
Food Processing & Consumption,NZR2.00655CER146
Food Processing & Consumption,NZR2.00655CER150
Craft & Industry,NZR2.00655FAU003-gw
Craft & Industry,NZR2.00655FAU006-gw
Craft & Industry,NZR2.00655FAU007-gw
Craft & Industry,NZR2.00655FAU008-gw
Personal Artefacts & Clothing,NZR2.00655LEE001
Craft & Industry,NZR2.00655TXT001
Food Processing & Consumption,NZR2.00657CER115
Food Processing & Consumption,NZR2.00657CER167
Food Processing & Consumption,NZR2.00657CER189
Food Processing & Consumption,NZR2.00657CER190
Food Processing & Consumption,NZR2.00657CER191
Craft & Industry,NZR2.00657CER229
Food Processing & Consumption,NZR2.00657CER287
Food Processing & Consumption,NZR2.00657CER289
Food Processing & Consumption,NZR2.00657CER359
Food Processing & Consumption,NZR2.00657CER365
Food Processing & Consumption,NZR2.00657CER368
Food Processing & Consumption,NZR2.00657CER370
Craft & Industry,NZR2.00657CER372
Food Processing & Consumption,NZR2.00657CER397
Food Processing & Consumption,NZR2.00657CER400
Craft & Industry,NZR2.00657CER411
Craft & Industry,NZR2.00657FAU005-gw
Craft & Industry,NZR2.00657FAU007-19
Craft & Industry,NZR2.00657FAU007-gw
Craft & Industry,NZR2.00657FAU009-gw
Craft & Industry,NZR2.00657FAU010-gw
Craft & Industry,NZR2.00657FAU011-gw
Craft & Industry,NZR2.00657FAU012-gw
Craft & Industry,NZR2.00657FAU013-gw
Craft & Industry,NZR2.00657FAU015-gw
Food Processing & Consumption,NZR2.00657GLS048
Games & Recreation,NZR2.00657HT002
Food Processing & Consumption,NZR2.00657HT004
Personal Artefacts & Clothing,NZR2.00657LEE007
Communication & Exchange,NZR2.00657MTL013
Distribution & Transport,NZR2.00657MTL017
Personal Artefacts & Clothing,NZR2.00657STN003
Food Processing & Consumption,NZR2.00658CER003
Craft & Industry,NZR2.00658CER016
Food Processing & Consumption,NZR2.00658CER020
Food Processing & Consumption,NZR2.00658CER024
Food Processing & Consumption,NZR2.00658CER028
Food Processing & Consumption,NZR2.00658CER029
Food Processing & Consumption,NZR2.00659CER016
Food Processing & Consumption,NZR2.00660CER001
Craft & Industry,NZR2.00660CER003
Food Processing & Consumption,NZR2.00660CER008
Food Processing & Consumption,NZR2.00660CER009
Craft & Industry,NZR2.00660CER010
Food Processing & Consumption,NZR2.00660CER011
Food Processing & Consumption,NZR2.00661MA001
Food Processing & Consumption,NZR2.00662CER002
Food Processing & Consumption,NZR2.00662CER022
Craft & Industry,NZR2.00662FAU001-gw
Food Processing & Consumption,NZR2.00664CER029
Food Processing & Consumption,NZR2.00664CER046
Food Processing & Consumption,NZR2.00664CER048
Craft & Industry,NZR2.00664FAU001-gw
Personal Artefacts & Clothing,NZR2.00664LEE002
Food Processing & Consumption,NZR2.00665CER037
Food Processing & Consumption,NZR2.00665CER043
Craft & Industry,NZR2.00665CER047
Food Processing & Consumption,NZR2.00665CER068
Food Processing & Consumption,NZR2.00665CER080
Food Processing & Consumption,NZR2.00665CER090
Food Processing & Consumption,NZR2.00665CER091
Food Processing & Consumption,NZR2.00665CER095
Craft & Industry,NZR2.00665FAU004-gw
Craft & Industry,NZR2.00665FAU006-gw
Craft & Industry,NZR2.00665FAU007-gw
Craft & Industry,NZR2.00665FAU008-03
Craft & Industry,NZR2.00665FAU008-gw
Craft & Industry,NZR2.00665HT001
Personal Artefacts & Clothing,NZR2.00665LEE007
Communication & Exchange,NZR2.00665MTL002
Distribution & Transport,NZR2.00665MTL003
Food Processing & Consumption,NZR2.00666CER037
Craft & Industry,NZR2.00666CER044
Food Processing & Consumption,NZR2.00666CER052
Food Processing & Consumption,NZR2.00666CER061
Food Processing & Consumption,NZR2.00666CER064
Food Processing & Consumption,NZR2.00666CER068
Craft & Industry,NZR2.00666FAU003-gw
Food Processing & Consumption,NZR2.00666GLS007
Distribution & Transport,NZR2.00666MTL005
Food Processing & Consumption,NZR2.00667CER095
Food Processing & Consumption,NZR2.00667CER104
Food Processing & Consumption,NZR2.00667CER105
Food Processing & Consumption,NZR2.00667CER107
Food Processing & Consumption,NZR2.00667CER109
Food Processing & Consumption,NZR2.00667CER111
Food Processing & Consumption,NZR2.00667CER168
Food Processing & Consumption,NZR2.00667CER170
Food Processing & Consumption,NZR2.00667CER198
Food Processing & Consumption,NZR2.00667CER199
Food Processing & Consumption,NZR2.00667CER209
Food Processing & Consumption,NZR2.00667CER216
Craft & Industry,NZR2.00667FAU004-gw
Craft & Industry,NZR2.00667FAU005-gw
Craft & Industry,NZR2.00667FAU007-gw
Craft & Industry,NZR2.00667FAU008-gw
Craft & Industry,NZR2.00667FAU010-gw
Food Processing & Consumption,NZR2.00667HT003
Personal Artefacts & Clothing,NZR2.00667LEE001
Personal Artefacts & Clothing,NZR2.00667LEE002
Distribution & Transport,NZR2.00667MTL008
Distribution & Transport,NZR2.00667MTL009
Distribution & Transport,NZR2.00667MTL012
Interiors & Accessories,NZR2.00667TW001
Food Processing & Consumption,NZR2.00668CER046
Food Processing & Consumption,NZR2.00668CER050
Food Processing & Consumption,NZR2.00668CER055
Food Processing & Consumption,NZR2.00668CER063
Food Processing & Consumption,NZR2.00668CER064
Food Processing & Consumption,NZR2.00668CER102
Food Processing & Consumption,NZR2.00668CER104
Food Processing & Consumption,NZR2.00668CER115
Food Processing & Consumption,NZR2.00668CER120
Food Processing & Consumption,NZR2.00668CER133
Craft & Industry,NZR2.00668FAU002-gw
Craft & Industry,NZR2.00668FAU003-gw
Craft & Industry,NZR2.00668FAU005-gw
Craft & Industry,NZR2.00668FAU006-gw
Craft & Industry,NZR2.00668FAU007-gw
Craft & Industry,NZR2.00668FAU009-gw
Food Processing & Consumption,NZR2.00668GLS017
Craft & Industry,NZR2.00668HT001
Distribution & Transport,NZR2.00668MTL002
Distribution & Transport,NZR2.00668MTL004
Food Processing & Consumption,NZR2.00669CER036
Food Processing & Consumption,NZR2.00669CER091
Food Processing & Consumption,NZR2.00669CER101
Craft & Industry,NZR2.00669FAU001-gw
Craft & Industry,NZR2.00669FAU004-gw
Food Processing & Consumption,NZR2.00669GLS014
Personal Artefacts & Clothing,NZR2.00669LEE001
Personal Artefacts & Clothing,NZR2.00669LEE003
Interiors & Accessories,NZR2.00669TW001
Food Processing & Consumption,NZR2.00670CER002
Food Processing & Consumption,NZR2.00670CER017
Food Processing & Consumption,NZR2.00670CER024
Food Processing & Consumption,NZR2.00670CER044
Food Processing & Consumption,NZR2.00670CER045
Craft & Industry,NZR2.00670FAU002-gw
Food Processing & Consumption,NZR2.00671CER017
Food Processing & Consumption,NZR2.00671CER066
Food Processing & Consumption,NZR2.00671CER067
Food Processing & Consumption,NZR2.00671CER122
Food Processing & Consumption,NZR2.00671CER127
Food Processing & Consumption,NZR2.00671CER128
Craft & Industry,NZR2.00671FAU001
Games & Recreation,NZR2.00671FAU003-gw
Craft & Industry,NZR2.00671FAU006-gw
Craft & Industry,NZR2.00671FAU007-gw
Craft & Industry,NZR2.00671FAU008-gw
Craft & Industry,NZR2.00671FAU010-gw
Craft & Industry,NZR2.00671FAU012-gw
Food Processing & Consumption,NZR2.00671HT001
Distribution & Transport,NZR2.00671MTL004
Distribution & Transport,NZR2.00671MTL005
Food Processing & Consumption,NZR2.00673CER062
Food Processing & Consumption,NZR2.00673CER083
Food Processing & Consumption,NZR2.00673CER090
Food Processing & Consumption,NZR2.00673CER098
Food Processing & Consumption,NZR2.00673CER165
Food Processing & Consumption,NZR2.00673CER166
Craft & Industry,NZR2.00673FAU001-gw
Craft & Industry,NZR2.00673FAU002-gw
Craft & Industry,NZR2.00673FAU003-gw
Personal Artefacts & Clothing,NZR2.00673LEE001
Communication & Exchange,NZR2.00673MTL001
Personal Artefacts & Clothing,NZR2.00673TXT002
Craft & Industry,NZR2.00674FAU003-gw
Craft & Industry,NZR2.00674FAU004-gw
Food Processing & Consumption,NZR2.00674HT001
Craft & Industry,NZR2.00676FAU003-gw
Craft & Industry,NZR2.00677FAU001-gw
Craft & Industry,NZR2.00678CER025
Food Processing & Consumption,NZR2.00678CER033
Food Processing & Consumption,NZR2.00678CER036
Craft & Industry,NZR2.00678FAU004-gw
Craft & Industry,NZR2.00678FAU005-gw
Craft & Industry,NZR2.00678FAU007-gw
Craft & Industry,NZR2.00678FAU009-gw
Craft & Industry,NZR2.00678FAU010-gw
Interiors & Accessories,NZR2.00678TW001
Craft & Industry,NZR2.00679CER006
Food Processing & Consumption,NZR2.00679CER009
Craft & Industry,NZR2.00679TXT001
Food Processing & Consumption,NZR2.00683CER016
Food Processing & Consumption,NZR2.00683CER017
Craft & Industry,NZR2.00683HT001
Food Processing & Consumption,NZR2.00684CER003
Food Processing & Consumption,NZR2.00685CER003
Craft & Industry,NZR2.00685FAU002-gw
Food Processing & Consumption,NZR2.00686CER018
Food Processing & Consumption,NZR2.00686CER033
Food Processing & Consumption,NZR2.00686CER036
Food Processing & Consumption,NZR2.00686CER058
Food Processing & Consumption,NZR2.00686CER059
Food Processing & Consumption,NZR2.00686CER060
Food Processing & Consumption,NZR2.00686CER068
Food Processing & Consumption,NZR2.00686CER069
Food Processing & Consumption,NZR2.00686CER072
Craft & Industry,NZR2.00686FAU002-gw
Craft & Industry,NZR2.00686FAU003-01
Craft & Industry,NZR2.00686FAU003-gw
Craft & Industry,NZR2.00686FAU004-gw
Food Processing & Consumption,NZR2.00687CER007
Craft & Industry,NZR2.00687FAU001-gw
Personal Artefacts & Clothing,NZR2.00687TXT001
Food Processing & Consumption,NZR2.00688CER004
Personal Artefacts & Clothing,NZR2.00688CER006
Craft & Industry,NZR2.00688CER018
Food Processing & Consumption,NZR2.00688CER031
Food Processing & Consumption,NZR2.00688CER033
Craft & Industry,NZR2.00688FAU003-gw
Craft & Industry,NZR2.00688FAU006-gw
Craft & Industry,NZR2.00688HT002
Food Processing & Consumption,NZR2.00689CER021
Food Processing & Consumption,NZR2.00689CER022
Food Processing & Consumption,NZR2.00689CER024
Food Processing & Consumption,NZR2.00689CER025
Food Processing & Consumption,NZR2.00689CER052
Food Processing & Consumption,NZR2.00689CER078
Food Processing & Consumption,NZR2.00689CER079
Food Processing & Consumption,NZR2.00689CER090
Food Processing & Consumption,NZR2.00689CER091
Food Processing & Consumption,NZR2.00689CER092
Food Processing & Consumption,NZR2.00689CER099
Personal Artefacts & Clothing,NZR2.00689LEE001
Personal Artefacts & Clothing,NZR2.00689LEE008
Personal Artefacts & Clothing,NZR2.00690MA001
Personal Artefacts & Clothing,NZR2.00690MA002
Craft & Industry,NZR2.00690TXT002
Food Processing & Consumption,NZR2.00691CER001
Craft & Industry,NZR2.00691CER002
Food Processing & Consumption,NZR2.00691CER003
Personal Artefacts & Clothing,NZR2.00691MA001
Personal Artefacts & Clothing,NZR2.00691MA002
Food Processing & Consumption,NZR2.00692CER016
Food Processing & Consumption,NZR2.00692CER023
Craft & Industry,NZR2.00692CER031
Food Processing & Consumption,NZR2.00692CER039
Craft & Industry,NZR2.00693CER001
Personal Artefacts & Clothing,NZR2.00693MA001
Personal Artefacts & Clothing,NZR2.00693MA002
Food Processing & Consumption,NZR2.00694CER029
Food Processing & Consumption,NZR2.00694CER041
Food Processing & Consumption,NZR2.00694CER055
Food Processing & Consumption,NZR2.00694CER056
Food Processing & Consumption,NZR2.00694CER057
Food Processing & Consumption,NZR2.00694CER058
Craft & Industry,NZR2.00694FAU002-gw
Personal Artefacts & Clothing,NZR2.00694LEE004
Craft & Industry,NZR2.00694TXT001
Craft & Industry,NZR2.00695FAU004-gw
Craft & Industry,NZR2.00695FAU005-gw
Craft & Industry,NZR2.00695FAU006-gw
Craft & Industry,NZR2.00695FAU007-gw
Food Processing & Consumption,NZR2.00697CER004
Personal Artefacts & Clothing,NZR2.00698LEE001
Craft & Industry,NZR2.00699CER011
Food Processing & Consumption,NZR2.00699CER036
Food Processing & Consumption,NZR2.00699CER048
Food Processing & Consumption,NZR2.00699CER067
Food Processing & Consumption,NZR2.00699CER073
Food Processing & Consumption,NZR2.00699CER074
Food Processing & Consumption,NZR2.00701CER003
Food Processing & Consumption,NZR2.00702CER051
Food Processing & Consumption,NZR2.00702CER062
Food Processing & Consumption,NZR2.00702CER064
Food Processing & Consumption,NZR2.00702CER094
Food Processing & Consumption,NZR2.00702CER125
Food Processing & Consumption,NZR2.00702CER126
Food Processing & Consumption,NZR2.00702CER128
Craft & Industry,NZR2.00702CER134
Craft & Industry,NZR2.00702FAU004-gw
Craft & Industry,NZR2.00702FAU008-gw
Food Processing & Consumption,NZR2.00702HT001
Craft & Industry,NZR2.00702HT003
Distribution & Transport,NZR2.00702MTL007
Distribution & Transport,NZR2.00702MTL008
Craft & Industry,NZR2.00703CER034
Food Processing & Consumption,NZR2.00703CER050
Food Processing & Consumption,NZR2.00703CER059
Food Processing & Consumption,NZR2.00703CER060
Food Processing & Consumption,NZR2.00703CER067
Food Processing & Consumption,NZR2.00703CER070
Craft & Industry,NZR2.00703FAU005-gw
Food Processing & Consumption,NZR2.00705CER038
Food Processing & Consumption,NZR2.00705CER041
Food Processing & Consumption,NZR2.00705CER048
Food Processing & Consumption,NZR2.00705CER049
Food Processing & Consumption,NZR2.00705CER089
Food Processing & Consumption,NZR2.00705CER090
Food Processing & Consumption,NZR2.00705GLS008
Personal Artefacts & Clothing,NZR2.00705LEE001
Food Processing & Consumption,NZR2.00705MTL002
Food Processing & Consumption,NZR2.00706CER018
Food Processing & Consumption,NZR2.00706CER019
Food Processing & Consumption,NZR2.00706CER020
Food Processing & Consumption,NZR2.00706CER040
Food Processing & Consumption,NZR2.00706CER054
Food Processing & Consumption,NZR2.00706CER055
Craft & Industry,NZR2.00706FAU002-gw
Craft & Industry,NZR2.00706FAU003-gw
Personal Artefacts & Clothing,NZR2.00706LEE004
Buildings & Structures,NZR2.00706STN001
Food Processing & Consumption,NZR2.00708CER030
Food Processing & Consumption,NZR2.00708CER058
Food Processing & Consumption,NZR2.00708CER064
Food Processing & Consumption,NZR2.00708CER065
Food Processing & Consumption,NZR2.00708CER068
Food Processing & Consumption,NZR2.00708CER070
Food Processing & Consumption,NZR2.00708CER071
Food Processing & Consumption,NZR2.00708CER072
Craft & Industry,NZR2.00708FAU001-gw
Craft & Industry,NZR2.00708FAU004-gw
Distribution & Transport,NZR2.00708MTL002
Food Processing & Consumption,NZR2.00711CER019
Food Processing & Consumption,NZR2.00711CER029
Food Processing & Consumption,NZR2.00711CER088
Food Processing & Consumption,NZR2.00711CER105
Food Processing & Consumption,NZR2.00711CER106
Craft & Industry,NZR2.00711CER145
Food Processing & Consumption,NZR2.00711CER150
Food Processing & Consumption,NZR2.00711CER161
Food Processing & Consumption,NZR2.00711CER166
Food Processing & Consumption,NZR2.00711CER167
Food Processing & Consumption,NZR2.00711CER168
Games & Recreation,NZR2.00711HT001
Craft & Industry,NZR2.00711HT002
Food Processing & Consumption,NZR2.00713STN001
Food Processing & Consumption,NZR2.00714CER001
Food Processing & Consumption,NZR2.00714CER023
Food Processing & Consumption,NZR2.00714CER047
Food Processing & Consumption,NZR2.00714CER048
Food Processing & Consumption,NZR2.00714CER049
Food Processing & Consumption,NZR2.00714CER050
Food Processing & Consumption,NZR2.00714CER053
Craft & Industry,NZR2.00714FAU004-gw
Craft & Industry,NZR2.00714FAU005-gw
Food Processing & Consumption,NZR2.00714GLS009
Food Processing & Consumption,NZR2.00714MTL001
Craft & Industry,NZR2.00714MTL002
Distribution & Transport,NZR2.00714MTL003
Interiors & Accessories,NZR2.00714TW001
Food Processing & Consumption,NZR2.00717CER014
Food Processing & Consumption,NZR2.00717CER017
Food Processing & Consumption,NZR2.00719HT001
Food Processing & Consumption,NZR2.00724CER001
Food Processing & Consumption,NZR2.00725CER019
Craft & Industry,NZR2.00725CER025
Food Processing & Consumption,NZR2.00725CER030
Food Processing & Consumption,NZR2.00725CER031
Food Processing & Consumption,NZR2.00725CER032
Food Processing & Consumption,NZR2.00725CER033
Food Processing & Consumption,NZR2.00725HT001
Craft & Industry,NZR2.00725HT002
Food Processing & Consumption,NZR2.00725MTL001
Food Processing & Consumption,NZR2.00726CER004
Food Processing & Consumption,NZR2.00726CER020
Food Processing & Consumption,NZR2.00726CER021
Food Processing & Consumption,NZR2.00726CER050
Food Processing & Consumption,NZR2.00726CER058
Food Processing & Consumption,NZR2.00726CER065
Food Processing & Consumption,NZR2.00726CER074
Food Processing & Consumption,NZR2.00726CER075
Food Processing & Consumption,NZR2.00726CER077
Food Processing & Consumption,NZR2.00728CER006
Food Processing & Consumption,NZR2.00728CER016
Food Processing & Consumption,NZR2.00728CER036
Food Processing & Consumption,NZR2.00728CER046
Food Processing & Consumption,NZR2.00728CER050
Craft & Industry,NZR2.00728CER051
Food Processing & Consumption,NZR2.00728CER052
Food Processing & Consumption,NZR2.00728CER053
Natural & Pre-Urban Environment,NZR2.00728STN001
Buildings & Structures,NZR2.00728STN002
Food Processing & Consumption,NZR2.00729CER008
Food Processing & Consumption,NZR2.00729CER012
Food Processing & Consumption,NZR2.00729CER056
Food Processing & Consumption,NZR2.00729CER071
Food Processing & Consumption,NZR2.00729CER096
Food Processing & Consumption,NZR2.00729CER101
Food Processing & Consumption,NZR2.00729CER110
Food Processing & Consumption,NZR2.00729CER125
Food Processing & Consumption,NZR2.00729CER148
Food Processing & Consumption,NZR2.00729CER169
Food Processing & Consumption,NZR2.00729CER171
Food Processing & Consumption,NZR2.00729CER173
Craft & Industry,NZR2.00729FAU004-gw
Food Processing & Consumption,NZR2.00729GLS017
Craft & Industry,NZR2.00729HT001
Personal Artefacts & Clothing,NZR2.00729LEE003
Personal Artefacts & Clothing,NZR2.00729LEE007
Food Processing & Consumption,NZR2.00729MTL002
Personal Artefacts & Clothing,NZR2.00729TXT002
Food Processing & Consumption,NZR2.00730CER008
Food Processing & Consumption,NZR2.00731CER016
Food Processing & Consumption,NZR2.00731CER017
Food Processing & Consumption,NZR2.00732CER027
Food Processing & Consumption,NZR2.00732CER029
Food Processing & Consumption,NZR2.00732CER031
Food Processing & Consumption,NZR2.00732CER035
Food Processing & Consumption,NZR2.00732CER042
Food Processing & Consumption,NZR2.00733CER032
Food Processing & Consumption,NZR2.00733CER060
Food Processing & Consumption,NZR2.00733CER061
Craft & Industry,NZR2.00733FAU003-gw
Food Processing & Consumption,NZR2.00733HT002
Interiors & Accessories,NZR2.00733TW001
Food Processing & Consumption,NZR2.00734CER016
Food Processing & Consumption,NZR2.00734CER038
Food Processing & Consumption,NZR2.00734CER040
Food Processing & Consumption,NZR2.00736CER002
Personal Artefacts & Clothing,NZR2.00736MA001
Personal Artefacts & Clothing,NZR2.00736MA002
Food Processing & Consumption,NZR2.00737CER005
Personal Artefacts & Clothing,NZR2.00737MA001
Personal Artefacts & Clothing,NZR2.00737MA002
Games & Recreation,NZR2.00737STN002
Food Processing & Consumption,NZR2.00740CER023
Food Processing & Consumption,NZR2.00740CER050
Food Processing & Consumption,NZR2.00740CER054
Food Processing & Consumption,NZR2.00740CER057
Distribution & Transport,NZR2.00740CER058
Food Processing & Consumption,NZR2.00740CER061
Craft & Industry,NZR2.00740FAU003-gw
Craft & Industry,NZR2.00740FAU006-gw
Personal Artefacts & Clothing,NZR2.00740FAU008-01
Personal Artefacts & Clothing,NZR2.00740MTL001
Interiors & Accessories,NZR2.00740TW001
Food Processing & Consumption,NZR2.00741CER017
Food Processing & Consumption,NZR2.00741CER033
Distribution & Transport,NZR2.00741MTL001
Food Processing & Consumption,NZR2.00745CER002
Food Processing & Consumption,NZR2.00747CER009
Food Processing & Consumption,NZR2.00747CER030
Craft & Industry,NZR2.00747FAU007-02
Craft & Industry,NZR2.00747FAU007-gw
Food Processing & Consumption,NZR2.00747HK001
Food Processing & Consumption,NZR2.00747MTL001
Games & Recreation,NZR2.00747MTL005
Personal Artefacts & Clothing,NZR2.00747TXT001
Food Processing & Consumption,NZR2.00749CER008
Food Processing & Consumption,NZR2.00749CER045
Food Processing & Consumption,NZR2.00749CER063
Craft & Industry,NZR2.00750FAU003-gw
Food Processing & Consumption,NZR2.00750MTL001
Personal Artefacts & Clothing,NZR2.00750MTL002
Food Processing & Consumption,NZR2.00752CER043
Food Processing & Consumption,NZR2.00752CER044
Food Processing & Consumption,NZR2.00752CER046
Food Processing & Consumption,NZR2.00752CER061
Games & Recreation,NZR2.00752FAU001-gw
Craft & Industry,NZR2.00752FAU004-gw
Food Processing & Consumption,NZR2.00753CER012
Food Processing & Consumption,NZR2.00753CER013
Food Processing & Consumption,NZR2.00753CER014
Food Processing & Consumption,NZR2.00753CER037
Food Processing & Consumption,NZR2.00753CER039
Food Processing & Consumption,NZR2.00753CER041
Craft & Industry,NZR2.00753FAU004-gw
Food Processing & Consumption,NZR2.00754CER010
Food Processing & Consumption,NZR2.00754CER013
Food Processing & Consumption,NZR2.00754CER021
Distribution & Transport,NZR2.00755MTL002
Food Processing & Consumption,NZR2.00756CER007
Food Processing & Consumption,NZR2.00756CER017
Distribution & Transport,NZR2.00756MTL002
Interiors & Accessories,NZR2.00756TW001
Food Processing & Consumption,NZR2.00757CER051
Personal Artefacts & Clothing,NZR2.00757LEE012
Food Processing & Consumption,NZR2.00761CER019
Food Processing & Consumption,NZR2.00761CER033
Food Processing & Consumption,NZR2.00761CER045
