niveau1,vondstnummer
Personal Artefacts & Clothing,NZR2.00305MTL024
Craft & Industry,NZR2.00305MTL029
Craft & Industry,NZR2.00305MTL038
Craft & Industry,NZR2.00305MTL039
Distribution & Transport,NZR2.00305MTL042
Interiors & Accessories,NZR2.00305TW001
Interiors & Accessories,NZR2.00305TW002
Interiors & Accessories,NZR2.00305TW003
Interiors & Accessories,NZR2.00305TW004
Craft & Industry,NZR2.00305TXT001
Personal Artefacts & Clothing,NZR2.00305TXT002
Food Processing & Consumption,NZR2.00306CER002
Food Processing & Consumption,NZR2.00306CER004
Food Processing & Consumption,NZR2.00306CER055
Food Processing & Consumption,NZR2.00306CER058
Craft & Industry,NZR2.00306CER095
Food Processing & Consumption,NZR2.00306CER117
Craft & Industry,NZR2.00306FAU001-gw
Food Processing & Consumption,NZR2.00306HT001
Craft & Industry,NZR2.00306HT002
Personal Artefacts & Clothing,NZR2.00306LEE019
Personal Artefacts & Clothing,NZR2.00306MTL001
Craft & Industry,NZR2.00306MTL003
Distribution & Transport,NZR2.00306MTL004
Distribution & Transport,NZR2.00306MTL005
Craft & Industry,NZR2.00307HT001
Craft & Industry,NZR2.00308HT001
Craft & Industry,NZR2.00309HT001
Food Processing & Consumption,NZR2.00310CER049
Food Processing & Consumption,NZR2.00310CER063
Food Processing & Consumption,NZR2.00310CER108
Food Processing & Consumption,NZR2.00310CER111
Food Processing & Consumption,NZR2.00310CER113
Food Processing & Consumption,NZR2.00310HT001
Food Processing & Consumption,NZR2.00311CER008
Food Processing & Consumption,NZR2.00311CER009
Distribution & Transport,NZR2.00311MTL001
Distribution & Transport,NZR2.00311MTL002
Food Processing & Consumption,NZR2.00313CER019
Food Processing & Consumption,NZR2.00313CER066
Food Processing & Consumption,NZR2.00313CER092
Food Processing & Consumption,NZR2.00313CER101
Food Processing & Consumption,NZR2.00313CER120
Food Processing & Consumption,NZR2.00313CER128
Food Processing & Consumption,NZR2.00313CER129
Food Processing & Consumption,NZR2.00313CER195
Food Processing & Consumption,NZR2.00313CER200
Food Processing & Consumption,NZR2.00313CER202
Food Processing & Consumption,NZR2.00313CER204
Food Processing & Consumption,NZR2.00313CER206
Food Processing & Consumption,NZR2.00313CER208
Craft & Industry,NZR2.00313FAU007-gw
Food Processing & Consumption,NZR2.00313GLS007
Personal Artefacts & Clothing,NZR2.00313LEE028
Distribution & Transport,NZR2.00313MTL003
Interiors & Accessories,NZR2.00313TW001
Craft & Industry,NZR2.00314MTL003
Craft & Industry,NZR2.00315FAU002-gw
Food Processing & Consumption,NZR2.00321CER008
Food Processing & Consumption,NZR2.00321CER009
Food Processing & Consumption,NZR2.00321CER059
Food Processing & Consumption,NZR2.00321CER073
Food Processing & Consumption,NZR2.00321CER077
Food Processing & Consumption,NZR2.00321CER123
Food Processing & Consumption,NZR2.00321CER186
Food Processing & Consumption,NZR2.00321CER200
Food Processing & Consumption,NZR2.00321CER214
Food Processing & Consumption,NZR2.00321CER217
Food Processing & Consumption,NZR2.00321CER220
Food Processing & Consumption,NZR2.00321CER221
Food Processing & Consumption,NZR2.00321CER222
Food Processing & Consumption,NZR2.00321CER223
Food Processing & Consumption,NZR2.00321CER225
Food Processing & Consumption,NZR2.00321CER226
Food Processing & Consumption,NZR2.00321CER227
Food Processing & Consumption,NZR2.00321CER228
Food Processing & Consumption,NZR2.00321CER229
Food Processing & Consumption,NZR2.00321GLS024
Interiors & Accessories,NZR2.00321GLS025
Food Processing & Consumption,NZR2.00321GLS026
Food Processing & Consumption,NZR2.00321HK001
Personal Artefacts & Clothing,NZR2.00321LEE003
Craft & Industry,NZR2.00321MTL006
Distribution & Transport,NZR2.00321MTL009
Games & Recreation,NZR2.00321STN002
Personal Artefacts & Clothing,NZR2.00321STN004
Personal Artefacts & Clothing,NZR2.00322MA001
Personal Artefacts & Clothing,NZR2.00322MA002
Food Processing & Consumption,NZR2.00323MA001
Food Processing & Consumption,NZR2.00324CER004
Food Processing & Consumption,NZR2.00324CER058
Craft & Industry,NZR2.00324CER078
Food Processing & Consumption,NZR2.00324CER084
Food Processing & Consumption,NZR2.00324CER085
Food Processing & Consumption,NZR2.00324CER094
Food Processing & Consumption,NZR2.00324CER114
Food Processing & Consumption,NZR2.00324CER116
Food Processing & Consumption,NZR2.00324CER121
Food Processing & Consumption,NZR2.00324CER122
Food Processing & Consumption,NZR2.00324CER124
Food Processing & Consumption,NZR2.00324CER125
Food Processing & Consumption,NZR2.00324CER126
Craft & Industry,NZR2.00324FAU004-gw
Food Processing & Consumption,NZR2.00324GLS001
Food Processing & Consumption,NZR2.00324MTL008
Food Processing & Consumption,NZR2.00324MTL009
Craft & Industry,NZR2.00324MTL014
Communication & Exchange,NZR2.00324MTL016
Distribution & Transport,NZR2.00324MTL017
Distribution & Transport,NZR2.00324MTL018
Food Processing & Consumption,NZR2.00325CER076
Food Processing & Consumption,NZR2.00325CER137
Food Processing & Consumption,NZR2.00325CER138
Food Processing & Consumption,NZR2.00325CER162
Food Processing & Consumption,NZR2.00325CER192
Food Processing & Consumption,NZR2.00325CER207
Food Processing & Consumption,NZR2.00325CER224
Food Processing & Consumption,NZR2.00325CER328
Food Processing & Consumption,NZR2.00325CER329
Food Processing & Consumption,NZR2.00325CER330
Food Processing & Consumption,NZR2.00325CER331
Personal Artefacts & Clothing,NZR2.00325LEE008
Personal Artefacts & Clothing,NZR2.00325LEE009
Personal Artefacts & Clothing,NZR2.00325LEE012
Distribution & Transport,NZR2.00325MTL008
Buildings & Structures,NZR2.00325STN001
Craft & Industry,NZR2.00325TXT001
Personal Artefacts & Clothing,NZR2.00325TXT003
Food Processing & Consumption,NZR2.00327CER008
Food Processing & Consumption,NZR2.00327CER013
Food Processing & Consumption,NZR2.00327CER024
Food Processing & Consumption,NZR2.00327CER037
Food Processing & Consumption,NZR2.00327CER078
Food Processing & Consumption,NZR2.00327CER092
Food Processing & Consumption,NZR2.00327CER104
Food Processing & Consumption,NZR2.00327CER106
Food Processing & Consumption,NZR2.00327CER109
Food Processing & Consumption,NZR2.00327CER110
Food Processing & Consumption,NZR2.00327CER111
Food Processing & Consumption,NZR2.00327FAU003-02
Food Processing & Consumption,NZR2.00329CER002
Food Processing & Consumption,NZR2.00329CER003
Food Processing & Consumption,NZR2.00329CER008
Food Processing & Consumption,NZR2.00329CER120
Food Processing & Consumption,NZR2.00329CER170
Food Processing & Consumption,NZR2.00329CER193
Food Processing & Consumption,NZR2.00329CER195
Food Processing & Consumption,NZR2.00329CER261
Food Processing & Consumption,NZR2.00329CER314
Food Processing & Consumption,NZR2.00329CER321
Food Processing & Consumption,NZR2.00329CER322
Food Processing & Consumption,NZR2.00329CER325
Food Processing & Consumption,NZR2.00329CER326
Food Processing & Consumption,NZR2.00329CER328
Food Processing & Consumption,NZR2.00329CER330
Food Processing & Consumption,NZR2.00329CER331
Food Processing & Consumption,NZR2.00329CER334
Craft & Industry,NZR2.00329FAU006-gw
Food Processing & Consumption,NZR2.00329GLS037
Food Processing & Consumption,NZR2.00329GLS038
Food Processing & Consumption,NZR2.00329HK001
Personal Artefacts & Clothing,NZR2.00329LEE038
Personal Artefacts & Clothing,NZR2.00329LEE046
Personal Artefacts & Clothing,NZR2.00329MTL010
Personal Artefacts & Clothing,NZR2.00329MTL015
Distribution & Transport,NZR2.00329MTL019
Distribution & Transport,NZR2.00329MTL020
Distribution & Transport,NZR2.00329MTL021
Distribution & Transport,NZR2.00329MTL027
Distribution & Transport,NZR2.00329MTL028
Personal Artefacts & Clothing,NZR2.00329TXT002
Food Processing & Consumption,NZR2.00331HK001
Natural & Pre-Urban Environment,NZR2.00331STN002
Food Processing & Consumption,NZR2.00332GLS002
Food Processing & Consumption,NZR2.00334CER002
Food Processing & Consumption,NZR2.00334CER003
Personal Artefacts & Clothing,NZR2.00334MA001
Personal Artefacts & Clothing,NZR2.00334MA002
Distribution & Transport,NZR2.00334MTL001
Food Processing & Consumption,NZR2.00335CER010
Food Processing & Consumption,NZR2.00335CER033
Food Processing & Consumption,NZR2.00335CER034
Food Processing & Consumption,NZR2.00337CER002
Food Processing & Consumption,NZR2.00337CER010
Craft & Industry,NZR2.00337CER033
Craft & Industry,NZR2.00337FAU003-gw
Craft & Industry,NZR2.00337HT002
Craft & Industry,NZR2.00338CER006
Food Processing & Consumption,NZR2.00338CER007
Personal Artefacts & Clothing,NZR2.00338TXT001
Food Processing & Consumption,NZR2.00343CER006
Food Processing & Consumption,NZR2.00343CER007
Food Processing & Consumption,NZR2.00343CER017
Food Processing & Consumption,NZR2.00344CER015
Food Processing & Consumption,NZR2.00344CER023
Food Processing & Consumption,NZR2.00344CER036
Food Processing & Consumption,NZR2.00344CER038
Craft & Industry,NZR2.00344CER039
Food Processing & Consumption,NZR2.00344CER041
Food Processing & Consumption,NZR2.00344CER042
Food Processing & Consumption,NZR2.00344GLS008
Food Processing & Consumption,NZR2.00349CER014
Food Processing & Consumption,NZR2.00349CER063
Food Processing & Consumption,NZR2.00349CER064
Food Processing & Consumption,NZR2.00349CER082
Food Processing & Consumption,NZR2.00349CER095
Food Processing & Consumption,NZR2.00349CER104
Craft & Industry,NZR2.00349CER144
Food Processing & Consumption,NZR2.00349CER150
Food Processing & Consumption,NZR2.00349CER189
Food Processing & Consumption,NZR2.00349CER200
Food Processing & Consumption,NZR2.00349CER201
Food Processing & Consumption,NZR2.00349CER204
Food Processing & Consumption,NZR2.00349CER205
Food Processing & Consumption,NZR2.00349CER206
Food Processing & Consumption,NZR2.00349CER208
Personal Artefacts & Clothing,NZR2.00349LEE006
Distribution & Transport,NZR2.00349MTL004
Food Processing & Consumption,NZR2.00350CER003
Food Processing & Consumption,NZR2.00350CER005
Food Processing & Consumption,NZR2.00351CER011
Food Processing & Consumption,NZR2.00351CER031
Food Processing & Consumption,NZR2.00351CER032
Food Processing & Consumption,NZR2.00351CER045
Food Processing & Consumption,NZR2.00351CER047
Food Processing & Consumption,NZR2.00351CER048
Food Processing & Consumption,NZR2.00351CER049
Food Processing & Consumption,NZR2.00351CER074
Food Processing & Consumption,NZR2.00351CER095
Food Processing & Consumption,NZR2.00351HT001
Craft & Industry,NZR2.00351HT002
Personal Artefacts & Clothing,NZR2.00351LEE002
Personal Artefacts & Clothing,NZR2.00351LEE003
Food Processing & Consumption,NZR2.00352CER006
Food Processing & Consumption,NZR2.00352CER018
Food Processing & Consumption,NZR2.00352CER032
Food Processing & Consumption,NZR2.00352CER058
Food Processing & Consumption,NZR2.00352CER059
Food Processing & Consumption,NZR2.00352CER060
Food Processing & Consumption,NZR2.00352HK001
Personal Artefacts & Clothing,NZR2.00352LEE003
Food Processing & Consumption,NZR2.00353CER067
Food Processing & Consumption,NZR2.00353CER068
Food Processing & Consumption,NZR2.00353CER069
Games & Recreation,NZR2.00353HT001
Games & Recreation,NZR2.00353HT002
Buildings & Structures,NZR2.00353STN001
Buildings & Structures,NZR2.00353STN002
Food Processing & Consumption,NZR2.00354CER001
Food Processing & Consumption,NZR2.00354CER006
Food Processing & Consumption,NZR2.00354CER007
Food Processing & Consumption,NZR2.00354CER026
Craft & Industry,NZR2.00355FAU002-gw
Food Processing & Consumption,NZR2.00356CER008
Food Processing & Consumption,NZR2.00356CER028
Food Processing & Consumption,NZR2.00356CER032
Food Processing & Consumption,NZR2.00356GLS004
Personal Artefacts & Clothing,NZR2.00356TXT001
Food Processing & Consumption,NZR2.00357CER006
Food Processing & Consumption,NZR2.00357CER033
Food Processing & Consumption,NZR2.00357CER036
Food Processing & Consumption,NZR2.00357CER083
Personal Artefacts & Clothing,NZR2.00357LEE001
Personal Artefacts & Clothing,NZR2.00357MTL003
Personal Artefacts & Clothing,NZR2.00357MTL004
Food Processing & Consumption,NZR2.00358CER024
Food Processing & Consumption,NZR2.00358CER030
Food Processing & Consumption,NZR2.00358CER061
Food Processing & Consumption,NZR2.00358CER067
Food Processing & Consumption,NZR2.00358CER074
Food Processing & Consumption,NZR2.00358GLS007
Distribution & Transport,NZR2.00358MTL002
Food Processing & Consumption,NZR2.00359CER031
Food Processing & Consumption,NZR2.00359CER032
Distribution & Transport,NZR2.00359MTL001
Food Processing & Consumption,NZR2.00360CER034
Food Processing & Consumption,NZR2.00360CER035
Craft & Industry,NZR2.00360CER059
Food Processing & Consumption,NZR2.00362CER010
Food Processing & Consumption,NZR2.00362CER023
Food Processing & Consumption,NZR2.00362CER028
Food Processing & Consumption,NZR2.00362CER029
Interiors & Accessories,NZR2.00362TW001
Personal Artefacts & Clothing,NZR2.00363HT001
Food Processing & Consumption,NZR2.00365CER014
Distribution & Transport,NZR2.00366MTL001
Food Processing & Consumption,NZR2.00367MA001
Craft & Industry,NZR2.00368CER005
Food Processing & Consumption,NZR2.00368CER015
Craft & Industry,NZR2.00368FAU001-gw
Food Processing & Consumption,NZR2.00369CER027
Food Processing & Consumption,NZR2.00369CER028
Food Processing & Consumption,NZR2.00369CER029
Craft & Industry,NZR2.00369FAU004-gw
Interiors & Accessories,NZR2.00369TW001
Interiors & Accessories,NZR2.00369TW002
Food Processing & Consumption,NZR2.00370CER048
Food Processing & Consumption,NZR2.00370CER049
Personal Artefacts & Clothing,NZR2.00370GLS003
Food Processing & Consumption,NZR2.00371CER010
Food Processing & Consumption,NZR2.00371CER012
Personal Artefacts & Clothing,NZR2.00371LEE002
Craft & Industry,NZR2.00371MTL001
Distribution & Transport,NZR2.00371MTL003
Food Processing & Consumption,NZR2.00372CER007
Food Processing & Consumption,NZR2.00373CER034
Food Processing & Consumption,NZR2.00373CER055
Buildings & Structures,NZR2.00373STN001
Personal Artefacts & Clothing,NZR2.00373TXT001
Craft & Industry,NZR2.00373TXT002
Food Processing & Consumption,NZR2.00374CER010
Personal Artefacts & Clothing,NZR2.00374MTL002
Food Processing & Consumption,NZR2.00376CER019
Food Processing & Consumption,NZR2.00376CER038
Food Processing & Consumption,NZR2.00376CER044
Personal Artefacts & Clothing,NZR2.00376HT001
Personal Artefacts & Clothing,NZR2.00376LEE003
Buildings & Structures,NZR2.00376STN001
Food Processing & Consumption,NZR2.00377CER021
Food Processing & Consumption,NZR2.00377CER030
Food Processing & Consumption,NZR2.00377CER033
Food Processing & Consumption,NZR2.00377CER034
Food Processing & Consumption,NZR2.00377CER043
Food Processing & Consumption,NZR2.00377CER047
Food Processing & Consumption,NZR2.00377CER071
Food Processing & Consumption,NZR2.00377CER073
Food Processing & Consumption,NZR2.00377CER075
Food Processing & Consumption,NZR2.00377GLS010
Interiors & Accessories,NZR2.00377HT002
Food Processing & Consumption,NZR2.00377MTL001
Food Processing & Consumption,NZR2.00377MTL002
Food Processing & Consumption,NZR2.00379CER005
Food Processing & Consumption,NZR2.00379CER006
Food Processing & Consumption,NZR2.00380CER012
Food Processing & Consumption,NZR2.00380CER024
Craft & Industry,NZR2.00380CER069
Food Processing & Consumption,NZR2.00380CER096
Food Processing & Consumption,NZR2.00380CER099
Craft & Industry,NZR2.00380FAU004-gw
Craft & Industry,NZR2.00380FAU005-gw
Craft & Industry,NZR2.00380FAU006-gw
Food Processing & Consumption,NZR2.00380GLS012
Personal Artefacts & Clothing,NZR2.00381HT001
Food Processing & Consumption,NZR2.00382CER027
Food Processing & Consumption,NZR2.00382CER036
Food Processing & Consumption,NZR2.00382CER054
Food Processing & Consumption,NZR2.00382CER072
Food Processing & Consumption,NZR2.00382CER074
Craft & Industry,NZR2.00382FAU004-gw
Food Processing & Consumption,NZR2.00383CER005
Food Processing & Consumption,NZR2.00383CER030
Food Processing & Consumption,NZR2.00383CER080
Food Processing & Consumption,NZR2.00383CER101
Food Processing & Consumption,NZR2.00383CER103
Craft & Industry,NZR2.00383CER138
Food Processing & Consumption,NZR2.00383CER144
Food Processing & Consumption,NZR2.00383CER163
Food Processing & Consumption,NZR2.00383CER165
Food Processing & Consumption,NZR2.00383CER166
Food Processing & Consumption,NZR2.00383CER168
Food Processing & Consumption,NZR2.00383CER169
Food Processing & Consumption,NZR2.00383CER170
Craft & Industry,NZR2.00383CER172
Food Processing & Consumption,NZR2.00383GLS013
Food Processing & Consumption,NZR2.00383HT001
Personal Artefacts & Clothing,NZR2.00383LEE011
Distribution & Transport,NZR2.00383MTL004
Personal Artefacts & Clothing,NZR2.00383TXT001
Food Processing & Consumption,NZR2.00384CER031
Food Processing & Consumption,NZR2.00384CER044
Food Processing & Consumption,NZR2.00384CER045
Personal Artefacts & Clothing,NZR2.00384LEE005
Food Processing & Consumption,NZR2.00385CER094
Food Processing & Consumption,NZR2.00385CER095
Food Processing & Consumption,NZR2.00385CER170
Food Processing & Consumption,NZR2.00385CER171
Food Processing & Consumption,NZR2.00385CER185
Food Processing & Consumption,NZR2.00385CER186
Food Processing & Consumption,NZR2.00385CER190
Food Processing & Consumption,NZR2.00385CER192
Food Processing & Consumption,NZR2.00385CER193
Food Processing & Consumption,NZR2.00385CER196
Food Processing & Consumption,NZR2.00385CER198
Craft & Industry,NZR2.00385FAU002-gw
Craft & Industry,NZR2.00385FAU007-gw
Interiors & Accessories,NZR2.00385HT001
Personal Artefacts & Clothing,NZR2.00385LEE003
Personal Artefacts & Clothing,NZR2.00385LEE024
Distribution & Transport,NZR2.00385MTL006
Interiors & Accessories,NZR2.00385TW001
Interiors & Accessories,NZR2.00385TW002
Personal Artefacts & Clothing,NZR2.00385TXT001
Food Processing & Consumption,NZR2.00386CER076
Food Processing & Consumption,NZR2.00386CER090
Food Processing & Consumption,NZR2.00386CER096
Food Processing & Consumption,NZR2.00386CER194
Food Processing & Consumption,NZR2.00386CER205
Food Processing & Consumption,NZR2.00386CER206
Food Processing & Consumption,NZR2.00386CER208
Food Processing & Consumption,NZR2.00386CER209
Food Processing & Consumption,NZR2.00386CER215
Food Processing & Consumption,NZR2.00386CER220
Food Processing & Consumption,NZR2.00386CER221
Food Processing & Consumption,NZR2.00386CER222
Food Processing & Consumption,NZR2.00386CER223
Craft & Industry,NZR2.00386FAU007-gw
Food Processing & Consumption,NZR2.00386GLS012
Food Processing & Consumption,NZR2.00386GLS029
Food Processing & Consumption,NZR2.00386HT001
Food Processing & Consumption,NZR2.00386HT003
Personal Artefacts & Clothing,NZR2.00386MTL001
Distribution & Transport,NZR2.00386MTL003
Buildings & Structures,NZR2.00386STN003
Interiors & Accessories,NZR2.00386TW001
Personal Artefacts & Clothing,NZR2.00386TW002
Personal Artefacts & Clothing,NZR2.00386TW003
Interiors & Accessories,NZR2.00386TW004
Personal Artefacts & Clothing,NZR2.00386TXT001
Craft & Industry,NZR2.00386TXT002
Food Processing & Consumption,NZR2.00387CER002
Food Processing & Consumption,NZR2.00388CER012
Food Processing & Consumption,NZR2.00388CER015
Food Processing & Consumption,NZR2.00388CER044
Food Processing & Consumption,NZR2.00388CER045
Food Processing & Consumption,NZR2.00388CER081
Craft & Industry,NZR2.00388CER094
Food Processing & Consumption,NZR2.00388CER096
Food Processing & Consumption,NZR2.00388CER115
Food Processing & Consumption,NZR2.00388CER116
Food Processing & Consumption,NZR2.00388CER120
Food Processing & Consumption,NZR2.00388CER122
Food Processing & Consumption,NZR2.00388CER124
Food Processing & Consumption,NZR2.00388CER125
Food Processing & Consumption,NZR2.00388CER127
Craft & Industry,NZR2.00388FAU001-gw
Craft & Industry,NZR2.00388FAU002-gw
Craft & Industry,NZR2.00388FAU003-gw
Craft & Industry,NZR2.00388FAU004-gw
Craft & Industry,NZR2.00388FAU005-gw
Food Processing & Consumption,NZR2.00388HK001
Personal Artefacts & Clothing,NZR2.00388LEE001
Personal Artefacts & Clothing,NZR2.00388LEE003
Personal Artefacts & Clothing,NZR2.00388STN004
Interiors & Accessories,NZR2.00388TW001
Personal Artefacts & Clothing,NZR2.00388TXT001
Food Processing & Consumption,NZR2.00390CER004
Food Processing & Consumption,NZR2.00390CER021
Food Processing & Consumption,NZR2.00390CER024
Food Processing & Consumption,NZR2.00390CER056
Food Processing & Consumption,NZR2.00390CER060
Food Processing & Consumption,NZR2.00390CER078
Food Processing & Consumption,NZR2.00390CER092
Food Processing & Consumption,NZR2.00390CER126
Food Processing & Consumption,NZR2.00390CER142
Food Processing & Consumption,NZR2.00390CER173
Food Processing & Consumption,NZR2.00390CER179
Food Processing & Consumption,NZR2.00390CER181
Food Processing & Consumption,NZR2.00390CER190
Food Processing & Consumption,NZR2.00390CER193
Food Processing & Consumption,NZR2.00390CER194
Food Processing & Consumption,NZR2.00390CER195
Craft & Industry,NZR2.00390FAU002-gw
Craft & Industry,NZR2.00390FAU005-gw
Craft & Industry,NZR2.00390FAU006-gw
Craft & Industry,NZR2.00390FAU007-06
Craft & Industry,NZR2.00390FAU007-gw
Personal Artefacts & Clothing,NZR2.00390GLS011
Interiors & Accessories,NZR2.00390HT001
Personal Artefacts & Clothing,NZR2.00390LEE024
Personal Artefacts & Clothing,NZR2.00390MTL002
Personal Artefacts & Clothing,NZR2.00390MTL003
Games & Recreation,NZR2.00390MTL004
Games & Recreation,NZR2.00390MTL008
Interiors & Accessories,NZR2.00390TW001
Food Processing & Consumption,NZR2.00391CER011
Food Processing & Consumption,NZR2.00391CER012
Food Processing & Consumption,NZR2.00391CER056
Food Processing & Consumption,NZR2.00391CER081
Food Processing & Consumption,NZR2.00391CER264
Food Processing & Consumption,NZR2.00391CER276
Food Processing & Consumption,NZR2.00391CER277
Food Processing & Consumption,NZR2.00391CER278
Food Processing & Consumption,NZR2.00391CER279
Food Processing & Consumption,NZR2.00391CER280
Food Processing & Consumption,NZR2.00391CER282
Food Processing & Consumption,NZR2.00391CER292
Food Processing & Consumption,NZR2.00391CER294
Food Processing & Consumption,NZR2.00391CER297
Craft & Industry,NZR2.00391FAU001-gw
Craft & Industry,NZR2.00391FAU004-gw
Craft & Industry,NZR2.00391FAU005-gw
Craft & Industry,NZR2.00391FAU006-gw
Craft & Industry,NZR2.00391FAU007-02
Craft & Industry,NZR2.00391FAU007-03
Craft & Industry,NZR2.00391FAU007-06
Craft & Industry,NZR2.00391FAU007-gw
Craft & Industry,NZR2.00391FAU008-gw
Food Processing & Consumption,NZR2.00391GLS028
Food Processing & Consumption,NZR2.00391GLS033
Food Processing & Consumption,NZR2.00391GLS034
Food Processing & Consumption,NZR2.00391HK001
Games & Recreation,NZR2.00391HT001
Communication & Exchange,NZR2.00391KST001
Personal Artefacts & Clothing,NZR2.00391LEE006
Distribution & Transport,NZR2.00391MTL005
Interiors & Accessories,NZR2.00391TW001
Craft & Industry,NZR2.00391TXT001
Craft & Industry,NZR2.00391TXT002
Craft & Industry,NZR2.00391TXT003
Craft & Industry,NZR2.00391TXT004
Food Processing & Consumption,NZR2.00392CER007
Craft & Industry,NZR2.00392CER050
Personal Artefacts & Clothing,NZR2.00393MA001
Personal Artefacts & Clothing,NZR2.00393MA002
Buildings & Structures,NZR2.00393STN001
Food Processing & Consumption,NZR2.00394CER042
Food Processing & Consumption,NZR2.00394CER052
Food Processing & Consumption,NZR2.00394CER053
Personal Artefacts & Clothing,NZR2.00394HT001
Games & Recreation,NZR2.00394HT002
Food Processing & Consumption,NZR2.00394MTL001
Craft & Industry,NZR2.00394TXT001
Personal Artefacts & Clothing,NZR2.00394TXT002
Personal Artefacts & Clothing,NZR2.00394TXT003
Personal Artefacts & Clothing,NZR2.00395MA001
Personal Artefacts & Clothing,NZR2.00395MA002
Personal Artefacts & Clothing,NZR2.00396MA001
Personal Artefacts & Clothing,NZR2.00396MA002
Personal Artefacts & Clothing,NZR2.00397LEE006
Personal Artefacts & Clothing,NZR2.00397MA001
Personal Artefacts & Clothing,NZR2.00397MA002
Food Processing & Consumption,NZR2.00401CER008
Food Processing & Consumption,NZR2.00402CER012
Food Processing & Consumption,NZR2.00402HK001
Food Processing & Consumption,NZR2.00403CER005
Food Processing & Consumption,NZR2.00403CER025
Food Processing & Consumption,NZR2.00403CER034
Food Processing & Consumption,NZR2.00403CER064
Food Processing & Consumption,NZR2.00403CER066
Personal Artefacts & Clothing,NZR2.00403HT002
Craft & Industry,NZR2.00403TXT001
Communication & Exchange,NZR2.00404MTL001
Food Processing & Consumption,NZR2.00406CER018
Food Processing & Consumption,NZR2.00406CER020
Food Processing & Consumption,NZR2.00406CER022
Food Processing & Consumption,NZR2.00406CER023
Food Processing & Consumption,NZR2.00406CER024
Food Processing & Consumption,NZR2.00406GLS004
Food Processing & Consumption,NZR2.00406HK001
Personal Artefacts & Clothing,NZR2.00406TXT001
Food Processing & Consumption,NZR2.00407CER007
Food Processing & Consumption,NZR2.00407CER027
Food Processing & Consumption,NZR2.00407CER037
Food Processing & Consumption,NZR2.00407CER039
Food Processing & Consumption,NZR2.00407CER040
Food Processing & Consumption,NZR2.00407CER044
Craft & Industry,NZR2.00407CER095
Food Processing & Consumption,NZR2.00407CER118
Food Processing & Consumption,NZR2.00407CER122
Food Processing & Consumption,NZR2.00407CER124
Craft & Industry,NZR2.00407FAU003-gw
Craft & Industry,NZR2.00407FAU006-gw
Craft & Industry,NZR2.00407FAU007-gw
Craft & Industry,NZR2.00407FAU008-gw
Craft & Industry,NZR2.00407HT001
Personal Artefacts & Clothing,NZR2.00407LEE006
Communication & Exchange,NZR2.00407MTL001
Distribution & Transport,NZR2.00407MTL003
Communication & Exchange,NZR2.00408MTL003
Craft & Industry,NZR2.00410CER002
Food Processing & Consumption,NZR2.00410CER004
Food Processing & Consumption,NZR2.00410CER006
Food Processing & Consumption,NZR2.00410CER008
Craft & Industry,NZR2.00410CER010
Food Processing & Consumption,NZR2.00410CER011
Food Processing & Consumption,NZR2.00410CER012
Food Processing & Consumption,NZR2.00410FAU005-gw
Natural & Pre-Urban Environment,NZR2.00410FAU006-gw
Food Processing & Consumption,NZR2.00410MA001
Food Processing & Consumption,NZR2.00411CER042
Food Processing & Consumption,NZR2.00411HK001
Food Processing & Consumption,NZR2.00412CER008
Food Processing & Consumption,NZR2.00412CER012
Food Processing & Consumption,NZR2.00412CER019
Food Processing & Consumption,NZR2.00412CER041
Food Processing & Consumption,NZR2.00412CER081
Food Processing & Consumption,NZR2.00412CER115
Food Processing & Consumption,NZR2.00412CER117
Food Processing & Consumption,NZR2.00412CER121
Food Processing & Consumption,NZR2.00412CER122
Food Processing & Consumption,NZR2.00412CER124
Food Processing & Consumption,NZR2.00412CER125
Craft & Industry,NZR2.00412FAU002-gw
Craft & Industry,NZR2.00412FAU003-gw
Craft & Industry,NZR2.00412FAU004-gw
Interiors & Accessories,NZR2.00412GLS015
Personal Artefacts & Clothing,NZR2.00412LEE002
Personal Artefacts & Clothing,NZR2.00412MTL002
Distribution & Transport,NZR2.00412MTL007
Craft & Industry,NZR2.00412TXT001
Food Processing & Consumption,NZR2.00413CER018
Food Processing & Consumption,NZR2.00413CER110
Food Processing & Consumption,NZR2.00413CER133
Food Processing & Consumption,NZR2.00413CER150
Food Processing & Consumption,NZR2.00413CER159
Food Processing & Consumption,NZR2.00413CER163
Food Processing & Consumption,NZR2.00413CER290
Food Processing & Consumption,NZR2.00413CER301
Food Processing & Consumption,NZR2.00413CER303
Food Processing & Consumption,NZR2.00413CER307
Food Processing & Consumption,NZR2.00413CER315
Food Processing & Consumption,NZR2.00413CER316
Food Processing & Consumption,NZR2.00413CER317
Craft & Industry,NZR2.00413FAU012-gw
Craft & Industry,NZR2.00413FAU013-gw
Craft & Industry,NZR2.00413FAU014-gw
Craft & Industry,NZR2.00413FAU015-gw
Craft & Industry,NZR2.00413FAU016-gw
Food Processing & Consumption,NZR2.00413HK001
Craft & Industry,NZR2.00413HT004
Personal Artefacts & Clothing,NZR2.00413LEE002
Personal Artefacts & Clothing,NZR2.00413LEE049
Personal Artefacts & Clothing,NZR2.00413MTL005
Personal Artefacts & Clothing,NZR2.00413MTL016
Personal Artefacts & Clothing,NZR2.00413MTL017
Personal Artefacts & Clothing,NZR2.00413MTL024
Distribution & Transport,NZR2.00413MTL026
